timestamp,gs.rssi,comms.recd,tpc.state,fc.pwr,tpc.gps,tpc.bat_v,tpc.bat_v_avgd,comms.sent,fc.state,fc.alt,gs.log
0,-68,136,0,0,"$GPGGA,204612.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6D",15.875592,15.875592,,,,
500038,-68,192,0,0,,15.894936,15.885264,,,,
1000038,-69,328,0,0,"$GPGGA,204613.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6C",15.880427,15.88365167,,,,
1500053,-69,384,0,0,,15.870756,15.88042775,,,,
2000062,-68,520,0,0,"$GPGGA,204614.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6B",15.904608,15.8852638,,,,
2500086,-69,576,0,0,,15.817559,15.87397967,,,,
3000137,-68,712,0,0,"$GPGGA,204615.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6A",15.91428,15.87973686,,,,
3500164,-68,768,0,0,,15.827231,15.87317363,,,,
4000230,-67,904,0,0,"$GPGGA,204616.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*69",15.875592,15.87344233,,,,
4500234,-67,960,0,0,,15.899772,15.8760753,,,,
5000262,-66,1096,0,0,"$GPGGA,204617.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*68",15.861084,15.87471245,,,,
5500277,-66,1152,0,0,,15.894936,15.87639775,,,,
6000319,-66,1288,0,0,"$GPGGA,204618.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*67",15.832067,15.87298769,,,,
6500359,-66,1344,0,0,,15.832067,15.87006479,,,,
7000403,-66,1480,0,0,"$GPGGA,204619.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*66",15.880427,15.8707556,,,,
7500463,-66,1536,0,0,,15.909444,15.87317363,,,,
8000472,-67,1672,0,0,"$GPGGA,204620.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6C",15.91428,15.87559165,,,,
8500482,-66,1728,0,0,,15.817559,15.87236761,,,,
9000500,-66,1864,0,0,"$GPGGA,204621.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6D",15.8901,15.87330089,,,,
9500547,-67,1920,0,0,,15.812723,15.870272,,,,
10000605,-67,2056,0,0,"$GPGGA,204622.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6E",15.899772,15.87167676,,,,
11000675,-80,2192,0,0,"$GPGGA,204623.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6F",15.909444,15.87339345,,,,
11500715,-80,2248,0,0,,15.86592,15.87306852,,,,
12000720,-82,2384,0,0,"$GPGGA,204624.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*68",15.798215,15.86994963,,,,
12500774,-81,2440,0,0,,15.870756,15.86998188,,,,
13000797,-81,2576,0,0,"$GPGGA,204625.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*69",15.827231,15.86833762,,,,
13500801,-81,2632,0,0,,15.899772,15.86950185,,,,
14000838,-81,2768,0,0,"$GPGGA,204626.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6A",15.870756,15.86954664,,,,
14500880,-81,2824,0,0,,15.928788,15.87158945,,,,
15000922,-81,2960,0,0,"$GPGGA,204627.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6B",15.933624,15.87365727,,,,
15500955,-67,3016,0,0,,15.948133,15.8760753,,,,
16000993,-66,3152,0,0,"$GPGGA,204628.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*64",15.8901,15.8759141,,,,
16500996,-66,3208,0,0,,15.928788,15.87752613,,,,
17001027,-66,3344,0,0,"$GPGGA,204629.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*65",15.91428,15.87897693,,,,
17501086,-66,3400,0,0,,15.923952,15.87962173,,,,
18001103,-66,3536,0,0,"$GPGGA,204630.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6D",15.880427,15.88171733,,,,
18501135,-67,3592,0,0,,15.904608,15.88139493,,,,
19001139,-67,3648,0,0,,15.904608,15.88397417,,,,
19501206,-67,3784,0,0,"$GPGGA,204631.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6C",15.861084,15.88349057,,,,
20001271,-67,3840,0,0,,15.851412,15.88187857,,,,
20501324,-67,3976,0,0,"$GPGGA,204632.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6F",15.832067,15.88091133,,,,
21001326,-67,4112,0,0,"$GPGGA,204633.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6F",15.948133,15.88268457,,,,
21501388,-68,4168,0,0,,15.943296,15.8863922,,,,
22001393,-67,4304,0,0,"$GPGGA,204634.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*68",15.943296,15.89009983,,,,
22501428,-67,4360,0,0,,15.84174,15.88881027,,,,
23001469,-67,4496,0,0,"$GPGGA,204635.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*68",15.962641,15.8905835,,,,
23501496,-66,4552,0,0,,15.919116,15.8907447,,,,
24001527,-67,4608,0,0,,15.894936,15.89332393,,,,
24501539,-66,4744,0,0,"$GPGGA,204636.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6B",15.8901,15.89332393,,,,
25001597,-67,4800,0,0,,15.928788,15.89719277,,,,
25501637,-66,4936,0,0,"$GPGGA,204637.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6A",15.91428,15.89767637,,,,
26001685,-67,4992,0,0,,15.8901,15.89703157,,,,
26501688,-67,5128,0,0,"$GPGGA,204638.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*65",15.846576,15.89638677,,,,
27001694,-67,5184,0,0,,15.894936,15.8996108,,,,
27501715,-67,5320,0,0,"$GPGGA,204639.000,3630.7342,N,12004.0533,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*64",15.899772,15.900578,,,,
28001735,-67,5376,0,0,,15.899772,15.90299603,,,,
28501735,-67,5512,0,0,"$GPGGA,204640.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6B",15.899772,15.90299603,,,,
29001735,-67,5568,0,0,,15.885263,15.9034796,,,,
29501786,-66,5704,0,0,"$GPGGA,204641.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6A",15.894936,15.9023512,,,,
30001851,-67,5760,0,0,,15.919116,15.9018676,,,,
30501894,-66,5896,0,0,"$GPGGA,204642.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*69",15.909444,15.90057797,,,,
31001929,-66,5952,0,0,,15.923952,15.90170637,,,,
31501958,-66,6088,0,0,"$GPGGA,204643.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*68",15.93846,15.90202877,,,,
32001971,-66,6144,0,0,,15.885263,15.90106153,,,,
32501984,-66,6280,0,0,"$GPGGA,204644.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6F",15.8901,15.89993313,,,,
33002040,-66,6336,0,0,,15.899772,15.90057797,,,,
33502065,-66,6472,0,0,"$GPGGA,204645.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6E",15.904608,15.90057797,,,,
34002110,-66,6528,0,0,,15.93846,15.90170637,,,,
34502146,-65,6664,0,0,"$GPGGA,204646.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6D",15.894936,15.90283477,,,,
35002154,-68,6720,0,0,,15.894936,15.90428557,,,,
35502219,-66,6856,0,0,"$GPGGA,204647.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6C",15.899772,15.9065424,,,,
36002236,-66,6912,0,0,,15.885263,15.90444673,,,,
36502286,-66,7048,0,0,"$GPGGA,204648.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*63",15.880427,15.9023511,,,,
37002334,-65,7104,0,0,,15.894936,15.9007391,,,,
37502335,-65,7240,0,0,"$GPGGA,204649.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*62",15.875592,15.9018675,,,,
38002362,-65,7296,0,0,,15.904608,15.89993307,,,,
38502417,-65,7432,0,0,"$GPGGA,204650.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6A",15.822395,15.89670903,,,,
39002483,-65,7488,0,0,,15.807887,15.8938074,,,,
39502526,-65,7624,0,0,"$GPGGA,204651.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6B",15.822395,15.89155057,,,,
40002542,-66,7680,0,0,,15.923952,15.89138937,,,,
40502597,-67,7816,0,0,"$GPGGA,204652.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*68",15.904608,15.89106697,,,,
41002636,-67,7872,0,0,,15.93846,15.89267897,,,,
41502639,-66,8008,0,0,"$GPGGA,204653.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*69",15.894936,15.89429097,,,,
42002705,-67,8064,0,0,,15.928788,15.89541937,,,,
42502708,-66,8200,0,0,"$GPGGA,204654.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6E",15.962641,15.897515,,,,
43002747,-66,8256,0,0,,15.909444,15.8978374,,,,
43502777,-66,8392,0,0,"$GPGGA,204655.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6F",15.933624,15.8989658,,,,
44002812,-67,8448,0,0,,15.8901,15.89912703,,,,
44502859,-67,8584,0,0,"$GPGGA,204656.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6C",15.8901,15.89896583,,,,
45002916,-67,8640,0,0,,15.957805,15.90025547,,,,
45502951,-66,8776,0,0,"$GPGGA,204657.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6D",15.933624,15.90106147,,,,
46002998,-66,8832,0,0,,15.880427,15.89961063,,,,
46503028,-67,8968,0,0,"$GPGGA,204658.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*62",15.836904,15.89622543,,,,
47003067,-67,9024,0,0,,15.928788,15.89767627,,,,
47503068,-67,9160,0,0,"$GPGGA,204659.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*63",15.836904,15.89590307,,,,
48003110,-67,9216,0,0,,15.8901,15.89558067,,,,
48503164,-67,9352,0,0,"$GPGGA,204700.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6E",15.861084,15.89412987,,,,
49003209,-66,9408,0,0,,15.909444,15.89316267,,,,
49503229,-67,9544,0,0,"$GPGGA,204701.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6F",15.8901,15.89300147,,,,
50003250,-67,9600,0,0,,15.919116,15.89380747,,,,
50503290,-69,9736,0,0,"$GPGGA,204702.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6C",15.817559,15.89106703,,,,
51003347,-68,9792,0,0,,15.904608,15.89171187,,,,
51503376,-68,9928,0,0,"$GPGGA,204703.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6D",15.861084,15.8910671,,,,
52003389,-68,9984,0,0,,15.880427,15.89058347,,,,
52503389,-66,10120,0,0,"$GPGGA,204704.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6A",15.851412,15.88977747,,,,
53003389,-67,10176,0,0,,15.832067,15.88735943,,,,
53503395,-67,10312,0,0,"$GPGGA,204705.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6B",15.904608,15.89009987,,,,
54003431,-67,10368,0,0,,15.919116,15.8938075,,,,
54503462,-67,10504,0,0,"$GPGGA,204706.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*68",15.798215,15.8930015,,,,
55003512,-67,10560,0,0,,15.875592,15.8913895,,,,
55503561,-67,10696,0,0,"$GPGGA,204707.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*69",15.880427,15.89058347,,,,
56003620,-67,10752,0,0,,15.851412,15.88768187,,,,
56503662,-67,10888,0,0,"$GPGGA,204708.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*66",15.91428,15.88832667,,,,
57003688,-67,10944,0,0,,15.875592,15.88655347,,,,
57503744,-67,11080,0,0,"$GPGGA,204709.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*67",15.870756,15.88349063,,,,
58003799,-67,11136,0,0,,15.928788,15.88413543,,,,
58503832,-67,11272,0,0,"$GPGGA,204710.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6F",15.86592,15.88187863,,,,
59003867,-67,11328,0,0,,15.846576,15.88042783,,,,
59503913,-67,11464,0,0,"$GPGGA,204711.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6E",15.793379,15.8772038,,,,
60003943,-67,11520,0,0,,15.8901,15.87494697,,,,
60503984,-68,11576,0,0,,15.899772,15.87381857,,,,
61003998,-67,11712,0,0,"$GPGGA,204712.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6D",15.894936,15.8743022,,,,
61509993,-68,11848,0,0,"$GPGGA,204713.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6C",15.861084,15.8751082,,,,
62009998,-68,11904,0,0,,15.851412,15.872529,,,,
62510044,-67,11960,0,0,,15.885263,15.87414097,,,,
63010044,-68,12096,0,0,"$GPGGA,204714.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6B",15.880427,15.87381853,,,,
63510101,-67,12152,0,0,,15.759526,15.87043327,,,,
64010161,-66,12288,0,0,"$GPGGA,204715.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6A",15.827231,15.86769283,,,,
64510185,-66,12344,0,0,,15.899772,15.86801523,,,,
65010187,-66,12480,0,0,"$GPGGA,204716.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*69",15.899772,15.86737043,,,,
65510225,-67,12536,0,0,,15.875592,15.86930487,,,,
66010248,-67,12672,0,0,"$GPGGA,204717.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*68",15.856248,15.86769287,,,,
66510304,-67,12728,0,0,,15.846576,15.86720927,,,,
67010326,-66,12864,0,0,"$GPGGA,204718.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*67",15.894936,15.8676929,,,,
67510393,-66,12920,0,0,,15.8901,15.8689825,,,,
68010455,-65,13056,0,0,"$GPGGA,204719.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*66",15.885263,15.8707557,,,,
68510464,-66,13112,0,0,,15.885263,15.87011087,,,,
69010524,-66,13248,0,0,"$GPGGA,204720.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6C",15.919116,15.87011087,,,,
69510560,-65,13304,0,0,,15.880427,15.87285127,,,,
70010579,-65,13440,0,0,"$GPGGA,204721.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6D",15.870756,15.87269007,,,,
70510611,-66,13496,0,0,,15.846576,15.8715617,,,,
71010617,-66,13632,0,0,"$GPGGA,204722.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6E",15.870756,15.8722065,,,,
71510643,-66,13688,0,0,,15.851412,15.8701109,,,,
72010664,-66,13824,0,0,"$GPGGA,204723.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6F",15.851412,15.8693049,,,,
72510729,-66,13880,0,0,,15.904608,15.8704333,,,,
73010774,-66,14016,0,0,"$GPGGA,204724.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*68",15.851412,15.8678541,,,,
73510800,-66,14072,0,0,,15.909444,15.8693049,,,,
74010830,-66,14208,0,0,"$GPGGA,204725.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*69",15.870756,15.8701109,,,,
74510854,-75,14264,0,0,,15.885263,15.8731737,,,,
75010873,-79,14400,0,0,"$GPGGA,204726.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6A",15.861084,15.8722065,,,,
75510894,-78,14456,0,0,,15.919116,15.8728513,,,,
76010949,-81,14592,0,0,"$GPGGA,204727.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6B",15.894936,15.8728513,,,,
76511009,-66,14648,0,0,,15.919116,15.8747857,,,,
77011078,-65,14784,0,0,"$GPGGA,204728.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*64",15.84174,15.8744633,,,,
77511093,-65,14840,0,0,,15.774035,15.8707557,,,,
78011122,-65,14976,0,0,"$GPGGA,204729.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*65",15.904608,15.87156173,,,,
78511193,-66,15032,0,0,,15.91428,15.8767202,,,,
79011200,-65,15168,0,0,"$GPGGA,204730.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6D",15.817559,15.8763978,,,,
79511221,-66,15224,0,0,,15.870756,15.8754306,,,,
80011250,-66,15360,0,0,"$GPGGA,204731.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6C",15.894936,15.8752694,,,,
80511264,-78,15416,0,0,,15.894936,15.8759142,,,,
81011293,-78,15552,0,0,"$GPGGA,204732.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6F",15.880427,15.87672017,,,,
81511304,-78,15608,0,0,,15.84174,15.87655897,,,,
82011306,-79,15744,0,0,"$GPGGA,204733.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6E",15.84174,15.87478577,,,,
82511373,-78,15800,0,0,,15.933624,15.87623657,,,,
83011391,-81,15936,0,0,"$GPGGA,204734.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*69",15.8901,15.8763978,,,,
83511458,-80,15992,0,0,,15.928788,15.87784863,,,,
84011525,-76,16128,0,0,"$GPGGA,204735.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*68",15.798215,15.8738186,,,,
84511562,-83,16184,0,0,,15.923952,15.87526943,,,,
85011579,-65,16320,0,0,"$GPGGA,204736.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6B",15.919116,15.87688143,,,,
85511635,-64,16376,0,0,,15.817559,15.8759142,,,,
86011674,-64,16512,0,0,"$GPGGA,204737.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6A",15.933624,15.8780098,,,,
86511680,-66,16568,0,0,,15.933624,15.8807502,,,,
87011694,-66,16704,0,0,"$GPGGA,204738.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*65",15.933624,15.8834906,,,,
87511735,-79,16760,0,0,,15.817559,15.88058897,,,,
88011803,-66,16896,0,0,"$GPGGA,204739.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*64",15.909444,15.88252337,,,,
88511825,-80,16952,0,0,,15.870756,15.88123377,,,,
89011848,-78,17088,0,0,"$GPGGA,204740.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6A",15.836904,15.88010537,,,,
89511873,-77,17144,0,0,,15.875592,15.879783,,,,
90511983,-81,17200,0,0,,15.899772,15.8810726,,,,
91012024,-81,17336,0,0,"$GPGGA,204742.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*68",15.8901,15.8801054,,,,
91512035,-81,17392,0,0,,15.928788,15.8812338,,,,
92012094,-67,17528,0,0,"$GPGGA,204740*69",15.880427,15.87994417,,,,
93512206,-73,17584,0,0,,15.8901,15.88155617,,,,
94012230,-73,17720,0,0,"$GPGGA,204745.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6F",15.919116,15.8863922,,,,
94512291,-73,17776,0,0,,15.894936,15.8860698,,,,
95012312,-73,17912,0,0,"$GPGGA,204746.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6C",15.885263,15.88510257,,,,
95512372,-72,17968,0,0,,15.894936,15.8876818,,,,
96012409,-66,18104,0,0,"$GPGGA,204747.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6D",15.972313,15.89106703,,,,
96512411,-67,18160,0,0,,15.93846,15.89251783,,,,
97012457,-66,18296,0,0,"$GPGGA,204748.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*62",15.919116,15.89332383,,,,
97512454,-65,18352,0,0,,15.919116,15.89461347,,,,
98012463,-66,18488,0,0,"$GPGGA,204749.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*63",15.909444,15.89687027,,,,
98512478,-66,18544,0,0,,15.8901,15.89848227,,,,
99012525,-67,18680,0,0,"$GPGGA,204750.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6B",15.919116,15.89799867,,,,
99512582,-67,18736,0,0,,15.909444,15.89864347,,,,
100012648,-67,18872,0,0,"$GPGGA,204751.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6A",15.909444,15.89799867,,,,
100512652,-68,18928,0,0,,15.846576,15.8996107,,,,
101012682,-72,18984,0,0,,15.885263,15.89832107,,,,
101512694,-67,19120,0,0,"$GPGGA,204752.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*69",15.899772,15.89767627,,,,
102017846,-67,19256,0,0,"$GPGGA,204753.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*68",15.885263,15.89993307,,,,
102517902,-67,19312,0,0,,15.836904,15.89670907,,,,
103517916,-68,19448,0,0,"$GPGGA,204754.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6F",15.904608,15.89574187,,,,
104017946,-68,19504,0,0,,15.91428,15.89509707,,,,
104517958,-67,19640,0,0,"$GPGGA,204755.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6E",15.948133,15.89944953,,,,
105017962,-68,19696,0,0,,15.84174,15.89719273,,,,
105517985,-69,19832,0,0,"$GPGGA,204756.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6D",15.91428,15.89864353,,,,
106018021,-69,19888,0,0,,15.861084,15.89944953,,,,
106518090,-73,20024,0,0,"$GPGGA,204757.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*6C",15.894936,15.90009433,,,,
107018162,-73,20080,0,0,,15.91428,15.90057793,,,,
107518223,-75,20216,0,0,"$GPGGA,204758.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*63",15.91428,15.90138393,,,,
108018233,-74,20272,0,0,,15.967477,15.90267357,,,,
108518250,-74,20408,0,0,"$GPGGA,204759.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*62",15.967477,15.90557523,,,,
109018305,-74,20464,0,0,,15.972313,15.90831567,,,,
109518305,-72,20600,0,0,"$GPGGA,204800.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*61",15.8901,15.90734847,,,,
110018334,-71,20656,0,0,,15.899772,15.90750967,,,,
110518360,-72,20792,0,0,"$GPGGA,204801.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*60",15.899772,15.9079933,,,,
111018372,-74,20848,0,0,,15.861084,15.9068649,,,,
111518441,-72,20984,0,0,"$GPGGA,204802.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*63",15.919116,15.90509167,,,,
112018463,-70,21040,0,0,,15.861084,15.90251247,,,,
112518480,-69,21176,0,0,"$GPGGA,204803.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*62",15.972313,15.9042857,,,,
113018527,-69,21232,0,0,,15.870756,15.9026737,,,,
113518548,-69,21368,0,0,"$GPGGA,204804.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*65",15.909444,15.9026737,,,,
114018612,-69,21424,0,0,,15.832067,15.90073927,,,,
114518659,-69,21560,0,0,"$GPGGA,204805.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*64",15.904608,15.90025567,,,,
115018708,-69,21616,0,0,,15.856248,15.89848247,,,,
115518708,-69,21752,0,0,"$GPGGA,204806.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*67",15.923952,15.89896607,,,,
116018750,-69,21808,0,0,,15.943296,15.90219007,,,,
116518813,-69,21944,0,0,"$GPGGA,204807.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*66",15.919116,15.9033185,,,,
117018820,-69,22000,0,0,,15.86592,15.9021901,,,,
117518874,-69,22136,0,0,"$GPGGA,204808.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*69",15.962641,15.90476937,,,,
118018915,-69,22192,0,0,,15.86592,15.90573657,,,,
118518958,-70,22328,0,0,"$GPGGA,204809.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*68",15.923952,15.90638137,,,,
119018996,-69,22384,0,0,,15.851412,15.90428577,,,,
119519040,-80,22520,0,0,"$GPGGA,204810.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*60",15.909444,15.90299613,,,,
120019064,-70,22576,0,0,,15.774035,15.9007393,,,,
120519067,-72,22712,0,0,"$GPGGA,204811.000,3630.7342,N,12004.0532,W,2,12,0.73,50.7,M,-26.9,M,0000,0000*61",15.91428,15.9007393,,,,
121019093,-72,22768,0,0,,15.86592,15.9009005,,,,
